"Strategy","Returns","","","","Consistency","","","","","Risk","","","","Trade quality","","","","","","","","Year-on-year returns","","","","","","","","","","","","","","","","","","Setup"
"Name","CAGR (post-tax) ●","CAGR (pre-tax)","Benchmark","Excess","3y median","5y median","Worst 3y","Positive 3y windows","Positive years","Max drawdown","Volatility","Sharpe","Sortino","Trades","Distinct stocks traded","Churn/yr","Avg hold (days)","% trades won","Avg gain per winning trade","Avg loss per losing trade","Gain : loss","FY27","FY26","FY25","FY24","FY23","FY22","FY21","FY20","FY19","FY18","FY17","FY16","FY15","FY14","FY13","FY12","FY11","FY10","Trade book"
"M1_1_50_allrisk_lb12mo_weekly_top15_1y","3.0%/yr","4.2%/yr","14.2%/yr","-11.2 pp/yr","3.0%/yr","2.5%/yr","-3.1%/yr","10 of 16","11 of 18","-30.2%","11.2%/yr","0.33","0.42","794","108","46.0","74","49.0%","14.2%","-9.9%","1.44×","1.0%","2.7%","-8.7%","26.5%","-13.9%","7.8%","27.4%","2.5%","10.5%","-2.4%","17.1%","-18.2%","12.9%","8.6%","-8.0%","-6.9%","6.1%","0.0%",""
"M3_51_100_riskmanaged_lb6mo_monthly_top15_63d","3.0%/yr","4.1%/yr","14.2%/yr","-11.2 pp/yr","4.4%/yr","2.1%/yr","-9.7%/yr","11 of 16","8 of 18","-35.3%","13.8%/yr","0.29","0.37","1,054","178","61.1","54","47.7%","12.4%","-9.0%","1.37×","15.5%","-6.6%","-11.4%","25.5%","-6.5%","0.1%","49.7%","-18.5%","-4.5%","-5.4%","25.4%","-3.7%","14.2%","9.2%","-1.5%","-7.4%","-12.2%","12.0%",""
"M5_101_150_riskmanaged_lb6mo_biweekly_top20_63d","3.0%/yr","4.3%/yr","14.2%/yr","-11.2 pp/yr","4.9%/yr","4.1%/yr","-10.0%/yr","11 of 16","10 of 18","-42.8%","14.1%/yr","0.29","0.34","1,530","245","88.7","55","47.8%","13.9%","-10.1%","1.38×","7.3%","0.4%","-17.6%","39.5%","-8.7%","7.2%","49.4%","-17.0%","-6.9%","4.2%","21.5%","-15.7%","40.4%","7.3%","1.7%","-15.8%","-10.5%","-3.1%",""
"M2_1_75_riskmanaged_lb6mo_monthly_top10_63d","3.0%/yr","4.5%/yr","14.2%/yr","-11.2 pp/yr","3.0%/yr","2.6%/yr","-9.0%/yr","10 of 16","8 of 18","-40.4%","16.4%/yr","0.27","0.33","798","155","46.3","53","47.0%","12.2%","-8.4%","1.44×","10.1%","-10.8%","-15.1%","30.7%","-0.7%","-3.0%","72.1%","-27.5%","10.7%","-6.0%","12.6%","-23.5%","25.8%","20.5%","-13.4%","-7.3%","-6.0%","24.2%",""
"M12_551_800_riskmanaged_lb9mo_monthly_top20_63d","3.0%/yr","3.8%/yr","14.2%/yr","-11.2 pp/yr","0.0%/yr","0.2%/yr","-3.8%/yr","9 of 16","8 of 18","-30.9%","13.8%/yr","0.29","0.29","1,111","445","64.4","39","45.5%","16.5%","-11.0%","1.50×","18.5%","-12.3%","-3.7%","57.3%","-12.3%","38.5%","6.8%","-6.1%","-11.1%","8.6%","-4.4%","-1.5%","0.0%","0.9%","1.4%","-2.1%","-3.9%","-0.8%",""
"M8_201_300_riskmanaged_lb12mo_biweekly_top20_1y","3.0%/yr","4.7%/yr","14.2%/yr","-11.2 pp/yr","3.1%/yr","3.8%/yr","-12.8%/yr","10 of 16","8 of 18","-51.8%","16.2%/yr","0.27","0.31","1,290","340","74.8","65","46.0%","19.7%","-13.7%","1.44×","17.5%","-16.7%","-21.0%","39.7%","-2.3%","12.2%","60.3%","-23.8%","-26.0%","17.4%","28.2%","-18.6%","34.4%","23.6%","-15.3%","-0.9%","-9.1%","0.0%",""
"E5 · unconstrained","3.0%/yr","4.0%/yr","14.2%/yr","-11.2 pp/yr","2.3%/yr","2.9%/yr","-4.6%/yr","13 of 16","10 of 18","-20.5%","6.7%/yr","0.48","0.50","9,816","1,512","566.9","33","50.2%","12.6%","-9.3%","1.35×","2.8%","-6.2%","-1.4%","12.9%","-2.3%","12.3%","22.9%","-7.9%","-6.2%","0.7%","7.7%","-7.0%","22.7%","1.7%","-2.2%","1.2%","-8.4%","16.3%",""
"M7_161_275_riskmanaged_lb9mo_weekly_top20_63d","3.0%/yr","4.4%/yr","14.2%/yr","-11.2 pp/yr","7.4%/yr","6.3%/yr","-18.7%/yr","11 of 16","9 of 18","-58.3%","16.0%/yr","0.27","0.32","2,684","365","155.6","33","47.5%","12.0%","-9.3%","1.29×","16.6%","-16.9%","-8.6%","41.7%","2.6%","18.2%","60.3%","-14.7%","-17.1%","21.7%","26.0%","-21.4%","46.9%","13.1%","-18.6%","-14.9%","-22.6%","-10.6%",""
"M1_1_50_riskmanaged_lb6mo_bimonthly_top20_63d","2.9%/yr","4.1%/yr","14.2%/yr","-11.3 pp/yr","4.2%/yr","3.8%/yr","-4.1%/yr","10 of 16","10 of 18","-29.8%","11.6%/yr","0.31","0.40","702","109","40.7","101","46.9%","17.9%","-11.1%","1.62×","3.1%","-1.1%","-10.3%","26.6%","-13.8%","14.0%","36.2%","-12.8%","9.0%","-6.9%","17.8%","-13.7%","17.6%","12.1%","-10.7%","-12.0%","12.0%","1.8%",""
"M1_1_50_riskmanaged_lb9mo_biweekly_top15_63d","2.9%/yr","4.0%/yr","14.2%/yr","-11.3 pp/yr","3.1%/yr","3.7%/yr","-6.8%/yr","12 of 16","9 of 18","-32.3%","11.6%/yr","0.31","0.41","887","110","51.4","66","49.2%","12.6%","-9.3%","1.37×","2.8%","-5.5%","-12.0%","28.9%","-3.4%","2.7%","27.3%","-2.3%","5.5%","6.5%","11.1%","-8.9%","19.8%","-2.6%","-3.3%","-13.9%","10.7%","-1.9%",""
"M1_1_50_riskmanaged_lb9mo_bimonthly_top20_63d","2.9%/yr","3.9%/yr","14.2%/yr","-11.3 pp/yr","2.1%/yr","1.5%/yr","-4.7%/yr","12 of 16","10 of 18","-31.0%","9.9%/yr","0.34","0.43","599","104","34.7","100","48.9%","17.6%","-11.5%","1.53×","4.0%","-4.6%","-12.8%","30.2%","-5.7%","9.7%","29.8%","-0.7%","2.5%","-1.4%","7.6%","-12.5%","11.8%","4.1%","-7.4%","-7.5%","7.7%","6.5%",""
"M12_551_800_riskmanaged_lb9mo_weekly_top20_63d","2.9%/yr","4.1%/yr","14.2%/yr","-11.3 pp/yr","-2.1%/yr","-1.5%/yr","-8.3%/yr","5 of 16","6 of 18","-45.9%","14.6%/yr","0.27","0.28","1,834","542","106.3","29","43.9%","16.3%","-10.4%","1.56×","8.0%","-10.5%","-6.3%","99.7%","-16.0%","58.8%","16.3%","-16.5%","-17.0%","11.3%","-7.6%","-8.5%","-6.3%","2.2%","-0.4%","-4.6%","-1.3%","-0.7%",""
"B1 · unconstrained","2.9%/yr","3.7%/yr","14.2%/yr","-11.4 pp/yr","2.0%/yr","4.0%/yr","-2.0%/yr","14 of 16","12 of 18","-13.0%","5.1%/yr","0.59","0.58","2,967","1,173","171.3","84","59.3%","17.9%","-14.6%","1.23×","2.0%","-5.4%","1.7%","7.6%","-4.8%","10.6%","16.9%","-5.7%","-3.7%","3.6%","11.1%","-7.9%","22.1%","2.6%","0.6%","-1.3%","4.3%","0.3%",""
"M1_1_50_allrisk_lb9mo_bimonthly_top20_63d","2.8%/yr","3.9%/yr","14.2%/yr","-11.4 pp/yr","2.2%/yr","1.4%/yr","-4.7%/yr","10 of 16","9 of 18","-27.9%","9.7%/yr","0.34","0.42","582","106","33.7","101","48.6%","18.1%","-11.7%","1.54×","4.0%","-4.5%","-12.9%","30.3%","-5.7%","9.7%","29.8%","-0.7%","2.4%","-1.9%","9.7%","-12.3%","12.0%","-1.5%","-5.1%","-4.7%","6.1%","5.4%",""
"M1_1_50_riskmanaged_lb12mo_weekly_top20_1y","2.8%/yr","3.8%/yr","14.2%/yr","-11.4 pp/yr","2.1%/yr","2.6%/yr","-4.5%/yr","13 of 16","10 of 18","-25.8%","10.0%/yr","0.34","0.43","965","110","56.0","73","49.1%","13.9%","-9.9%","1.40×","3.0%","-1.3%","-6.5%","27.6%","-13.2%","5.4%","27.0%","-3.0%","7.9%","4.0%","13.0%","-11.4%","13.7%","0.0%","-9.1%","-4.3%","6.7%","0.0%",""
"M6_151_200_riskmanaged_lb9mo_biweekly_top20_63d","2.8%/yr","4.0%/yr","14.2%/yr","-11.4 pp/yr","5.3%/yr","5.2%/yr","-8.8%/yr","12 of 16","9 of 18","-37.3%","13.9%/yr","0.27","0.32","1,463","271","84.8","53","47.3%","15.0%","-11.0%","1.37×","4.1%","2.5%","-5.4%","40.2%","-5.3%","1.3%","57.3%","-17.9%","-12.3%","17.8%","14.8%","-14.9%","25.9%","1.3%","-5.3%","-14.3%","-6.2%","-5.5%",""
"M4_76_160_riskmanaged_lb6mo_weekly_top20_63d","2.8%/yr","4.1%/yr","14.2%/yr","-11.4 pp/yr","5.9%/yr","3.7%/yr","-9.5%/yr","10 of 16","9 of 18","-46.1%","15.3%/yr","0.26","0.33","2,717","271","157.5","37","47.6%","11.1%","-8.6%","1.29×","12.4%","-5.9%","-10.0%","43.9%","-10.3%","7.1%","32.7%","-20.3%","-11.3%","11.0%","29.0%","-9.6%","31.9%","1.6%","-8.5%","-11.6%","-8.4%","2.0%",""
"M2_1_75_allrisk_lb9mo_weekly_top20_63d","2.8%/yr","3.9%/yr","14.2%/yr","-11.4 pp/yr","4.2%/yr","3.7%/yr","-4.0%/yr","10 of 16","8 of 18","-25.5%","11.4%/yr","0.31","0.38","1,547","168","89.7","51","46.0%","12.1%","-8.2%","1.47×","6.0%","0.6%","-12.4%","33.7%","-2.7%","-0.1%","28.1%","-12.3%","8.3%","-6.9%","20.3%","-17.9%","28.6%","0.0%","-1.8%","-1.2%","-0.1%","-4.8%",""
"M11_501_800_riskmanaged_lb12mo_monthly_top15_1y","2.8%/yr","3.9%/yr","14.2%/yr","-11.4 pp/yr","-0.0%/yr","-0.3%/yr","-12.5%/yr","8 of 16","6 of 18","-58.5%","16.9%/yr","0.25","0.28","609","400","35.3","90","43.8%","29.0%","-17.1%","1.69×","32.8%","-12.5%","-10.7%","68.4%","-17.0%","39.9%","43.2%","-34.0%","-21.6%","29.5%","7.8%","-10.4%","-4.4%","-0.3%","-3.2%","-0.2%","-6.8%","0.0%",""
"M12_551_800_riskmanaged_lb12mo_quarterly_top10_1y","2.8%/yr","4.3%/yr","14.2%/yr","-11.4 pp/yr","-0.8%/yr","0.8%/yr","-6.9%/yr","6 of 16","7 of 18","-52.3%","18.6%/yr","0.24","0.27","281","189","16.3","99","45.2%","27.7%","-17.2%","1.61×","39.0%","-21.2%","-26.4%","67.1%","-30.8%","63.0%","43.2%","-27.0%","-15.1%","31.0%","-0.4%","-0.5%","-1.6%","1.2%","-1.9%","2.6%","-8.3%","0.0%",""
"M12_551_800_riskmanaged_lb6mo_quarterly_top15_63d","2.8%/yr","3.8%/yr","14.2%/yr","-11.4 pp/yr","-0.4%/yr","0.4%/yr","-6.0%/yr","6 of 16","6 of 18","-43.1%","16.7%/yr","0.25","0.26","374","251","21.7","96","46.3%","26.1%","-16.7%","1.57×","37.7%","-14.7%","-21.3%","67.3%","-23.8%","43.2%","28.8%","-18.7%","-12.7%","16.9%","-2.6%","-0.8%","-0.8%","-0.3%","-1.3%","1.3%","-5.5%","-1.2%",""
"M12_551_800_riskmanaged_lb12mo_biweekly_top15_1y","2.8%/yr","3.9%/yr","14.2%/yr","-11.4 pp/yr","0.2%/yr","-1.9%/yr","-12.8%/yr","8 of 16","8 of 18","-57.4%","16.6%/yr","0.25","0.27","879","443","51.0","58","44.1%","23.8%","-15.0%","1.59×","26.0%","-17.9%","5.0%","60.8%","-3.6%","37.9%","27.8%","-32.3%","-23.3%","36.5%","1.0%","-16.0%","0.3%","-1.6%","-2.8%","-2.4%","-4.0%","0.0%",""
"M4_76_160_riskmanaged_lb3mo_weekly_top20_21d","2.8%/yr","4.2%/yr","14.2%/yr","-11.4 pp/yr","4.8%/yr","3.8%/yr","-12.0%/yr","12 of 16","10 of 18","-45.7%","14.0%/yr","0.27","0.33","4,803","285","278.5","17","45.0%","7.1%","-5.1%","1.40×","9.1%","10.3%","-5.8%","40.6%","-7.2%","1.3%","43.2%","-19.2%","-7.9%","6.2%","19.2%","-17.6%","24.0%","3.4%","-3.3%","-15.7%","-16.5%","10.3%",""
"M1_1_50_riskmanaged_lb6mo_biweekly_top10_63d","2.8%/yr","3.9%/yr","14.2%/yr","-11.5 pp/yr","3.5%/yr","3.7%/yr","-4.1%/yr","12 of 16","9 of 18","-27.8%","14.4%/yr","0.26","0.34","811","113","47.0","65","45.3%","12.9%","-8.6%","1.51×","6.0%","-9.8%","-7.7%","40.8%","-15.9%","-3.3%","38.0%","-4.6%","1.7%","2.4%","16.2%","-12.4%","12.4%","7.1%","-0.1%","-11.4%","13.1%","-5.8%",""
"T01 · unconstrained","2.7%/yr","3.5%/yr","14.2%/yr","-11.5 pp/yr","1.6%/yr","3.1%/yr","-1.9%/yr","14 of 16","11 of 18","-11.5%","4.1%/yr","0.69","0.70","2,645","1,090","153.0","86","59.9%","16.9%","-12.7%","1.33×","2.1%","-0.1%","-5.4%","10.5%","-3.1%","9.4%","10.8%","-5.2%","-3.8%","3.4%","7.5%","-5.5%","20.5%","4.8%","2.1%","-3.0%","4.2%","2.0%",""
"M1_1_50_riskmanaged_lb3mo_monthly_top20_21d","2.7%/yr","4.1%/yr","14.2%/yr","-11.5 pp/yr","1.9%/yr","3.0%/yr","-6.2%/yr","11 of 16","12 of 18","-36.5%","14.1%/yr","0.27","0.34","1,396","119","80.9","64","46.6%","12.3%","-8.3%","1.47×","4.2%","-4.0%","-11.5%","33.1%","-12.6%","7.6%","32.1%","-22.5%","5.3%","1.3%","17.3%","-21.0%","8.8%","12.0%","3.7%","-10.5%","5.8%","18.8%",""
"M2_1_75_riskmanaged_lb9mo_weekly_top20_63d","2.7%/yr","3.9%/yr","14.2%/yr","-11.5 pp/yr","3.3%/yr","3.5%/yr","-5.8%/yr","11 of 16","10 of 18","-24.1%","11.7%/yr","0.29","0.37","1,710","160","99.2","47","48.0%","11.0%","-8.2%","1.34×","5.9%","1.6%","-11.9%","33.7%","-2.9%","0.8%","28.1%","-14.7%","8.0%","-9.4%","12.8%","-14.6%","29.6%","-6.0%","2.9%","-7.6%","11.8%","-3.8%",""
"M11_501_800_riskmanaged_lb12mo_monthly_top10_1y","2.7%/yr","3.7%/yr","14.2%/yr","-11.5 pp/yr","1.7%/yr","2.0%/yr","-7.6%/yr","8 of 16","7 of 18","-45.2%","18.2%/yr","0.24","0.28","471","323","27.3","91","41.2%","30.5%","-17.2%","1.77×","42.3%","-16.4%","-6.8%","63.0%","-21.9%","30.9%","22.3%","-29.0%","-9.1%","28.6%","11.3%","-13.0%","-4.8%","5.3%","-5.3%","-0.3%","-7.5%","0.0%",""
"M1_1_50_riskmanaged_lb9mo_weekly_top10_63d","2.7%/yr","4.0%/yr","14.2%/yr","-11.5 pp/yr","2.6%/yr","2.7%/yr","-6.6%/yr","11 of 16","8 of 18","-29.8%","14.0%/yr","0.27","0.34","935","110","54.2","51","48.4%","10.6%","-7.7%","1.38×","3.6%","-4.3%","-18.0%","44.2%","-3.4%","5.0%","22.5%","-1.5%","14.1%","-6.7%","18.2%","-18.7%","15.4%","-2.7%","-6.8%","7.7%","-1.3%","-2.8%",""
"M12_551_800_riskmanaged_lb3mo_quarterly_top15_21d","2.7%/yr","3.9%/yr","14.2%/yr","-11.5 pp/yr","-0.4%/yr","1.2%/yr","-3.5%/yr","7 of 16","6 of 18","-43.5%","18.3%/yr","0.24","0.25","415","285","24.1","95","47.2%","26.0%","-17.0%","1.53×","42.8%","-22.6%","-13.5%","75.6%","-33.9%","37.5%","31.7%","-18.7%","-7.6%","19.6%","-2.6%","-0.9%","-0.8%","-0.3%","-1.3%","0.2%","-4.8%","-2.0%",""
"M2_1_75_riskmanaged_lb3mo_monthly_top15_21d","2.7%/yr","4.2%/yr","14.2%/yr","-11.5 pp/yr","1.2%/yr","2.7%/yr","-7.5%/yr","9 of 16","10 of 18","-40.5%","15.9%/yr","0.25","0.32","1,429","169","82.9","50","47.9%","11.0%","-8.1%","1.36×","13.0%","-8.8%","-10.7%","30.2%","-17.9%","4.8%","57.4%","-18.2%","-4.6%","1.4%","21.7%","-23.4%","8.4%","15.0%","-1.7%","-13.7%","7.6%","16.4%",""
"M1_1_50_riskmanaged_lb3mo_monthly_top15_21d","2.7%/yr","4.1%/yr","14.2%/yr","-11.5 pp/yr","2.2%/yr","3.5%/yr","-8.4%/yr","12 of 16","11 of 18","-41.2%","15.4%/yr","0.25","0.33","1,242","118","72.0","57","47.7%","11.4%","-8.2%","1.39×","5.0%","-9.5%","-8.7%","39.4%","-15.1%","8.8%","44.2%","-22.7%","-3.9%","3.5%","16.2%","-17.5%","7.4%","13.0%","3.2%","-12.3%","6.4%","14.3%",""
"M1_1_50_allrisk_lb6mo_bimonthly_top15_63d","2.7%/yr","3.9%/yr","14.2%/yr","-11.5 pp/yr","3.5%/yr","3.0%/yr","-8.1%/yr","11 of 16","10 of 18","-31.0%","13.2%/yr","0.27","0.34","632","109","36.6","95","46.7%","16.7%","-10.8%","1.55×","4.7%","-3.1%","-8.7%","32.4%","-12.3%","5.9%","41.2%","-20.0%","1.8%","-4.7%","21.5%","-18.5%","20.5%","9.1%","-7.6%","-10.0%","12.5%","4.2%",""
"M1_1_50_allrisk_lb3mo_monthly_top20_21d","2.7%/yr","4.0%/yr","14.2%/yr","-11.5 pp/yr","1.7%/yr","2.7%/yr","-6.1%/yr","10 of 16","12 of 18","-36.6%","14.2%/yr","0.26","0.33","1,392","122","80.7","64","46.2%","12.6%","-8.5%","1.49×","4.2%","-3.9%","-11.4%","33.0%","-12.7%","7.6%","32.2%","-22.5%","5.0%","1.9%","18.1%","-22.3%","9.9%","9.3%","5.1%","-14.6%","8.5%","20.5%",""
"M3_51_100_riskmanaged_lb3mo_weekly_top15_21d","2.7%/yr","4.2%/yr","14.2%/yr","-11.5 pp/yr","2.1%/yr","2.6%/yr","-11.2%/yr","10 of 16","8 of 18","-42.2%","14.1%/yr","0.26","0.34","3,037","195","176.1","20","43.0%","7.8%","-5.0%","1.55×","13.3%","-7.6%","-10.4%","38.2%","-0.5%","-2.0%","47.9%","-27.1%","-10.8%","10.3%","9.2%","-13.7%","33.4%","7.4%","-6.2%","-15.8%","-11.3%","23.8%",""
"M10_301_500_allrisk_lb3mo_weekly_top20_21d","2.6%/yr","4.3%/yr","14.2%/yr","-11.6 pp/yr","1.8%/yr","1.7%/yr","-16.3%/yr","9 of 16","11 of 18","-56.1%","15.5%/yr","0.25","0.30","4,168","720","241.7","17","41.3%","11.2%","-6.9%","1.61×","19.1%","-15.8%","-7.3%","60.4%","6.1%","23.4%","37.7%","-33.7%","-17.8%","7.7%","13.4%","-22.7%","41.8%","1.1%","1.4%","-16.5%","-11.5%","5.4%",""
"M12_551_800_riskmanaged_lb6mo_quarterly_top20_63d","2.6%/yr","3.6%/yr","14.2%/yr","-11.6 pp/yr","-0.3%/yr","1.2%/yr","-4.6%/yr","7 of 16","7 of 18","-38.4%","15.6%/yr","0.25","0.25","451","297","26.2","97","46.3%","26.1%","-16.5%","1.58×","26.4%","-16.4%","-14.0%","52.4%","-20.7%","45.8%","21.6%","-14.2%","-9.1%","11.5%","-1.9%","-0.6%","-0.8%","0.6%","-1.0%","1.0%","-4.1%","-0.9%",""
"M1_1_50_allrisk_lb6mo_bimonthly_top10_63d","2.6%/yr","3.9%/yr","14.2%/yr","-11.6 pp/yr","3.4%/yr","3.3%/yr","-11.2%/yr","12 of 16","9 of 18","-40.8%","15.6%/yr","0.25","0.30","473","108","27.4","90","49.0%","16.3%","-11.5%","1.41×","-0.6%","-9.8%","-7.7%","34.5%","-12.3%","5.5%","37.6%","-30.5%","-1.0%","1.8%","20.8%","-16.4%","23.1%","25.2%","-12.2%","-4.3%","12.5%","7.0%",""
"M1_1_50_riskmanaged_lb6mo_weekly_top15_63d","2.6%/yr","3.9%/yr","14.2%/yr","-11.6 pp/yr","0.8%/yr","2.1%/yr","-4.2%/yr","9 of 16","9 of 18","-32.4%","13.3%/yr","0.26","0.33","1,466","117","85.0","49","47.5%","11.0%","-8.0%","1.37×","0.4%","-3.7%","-7.8%","31.6%","-17.4%","6.6%","63.6%","-14.4%","11.7%","-3.8%","16.9%","-21.8%","14.2%","8.8%","-3.9%","-10.0%","7.9%","-5.7%",""
"M2_1_75_allrisk_lb9mo_weekly_top10_63d","2.6%/yr","4.1%/yr","14.2%/yr","-11.6 pp/yr","3.5%/yr","3.5%/yr","-9.9%/yr","11 of 16","9 of 18","-34.7%","15.0%/yr","0.25","0.31","1,060","160","61.5","47","48.3%","11.3%","-8.7%","1.31×","7.7%","-13.9%","-20.5%","52.4%","-1.0%","1.8%","36.2%","-20.8%","7.3%","-14.0%","21.1%","-15.3%","55.2%","-9.9%","4.9%","-6.9%","3.6%","-5.1%",""
"M11_501_800_riskmanaged_lb12mo_biweekly_top20_1y","2.6%/yr","3.7%/yr","14.2%/yr","-11.6 pp/yr","0.3%/yr","-1.9%/yr","-15.7%/yr","8 of 16","7 of 18","-61.7%","16.1%/yr","0.24","0.26","1,121","518","65.0","60","45.5%","23.8%","-15.2%","1.57×","13.4%","-5.5%","8.6%","56.2%","-10.8%","47.4%","23.2%","-35.7%","-24.3%","31.8%","5.7%","-13.9%","-1.6%","-1.3%","-3.6%","-1.8%","-1.9%","0.0%",""
"M2_1_75_riskmanaged_lb6mo_bimonthly_top10_63d","2.6%/yr","3.9%/yr","14.2%/yr","-11.6 pp/yr","4.4%/yr","2.4%/yr","-8.5%/yr","11 of 16","9 of 18","-33.5%","16.7%/yr","0.24","0.30","518","151","30.0","83","48.3%","16.6%","-11.8%","1.40×","8.6%","-16.6%","-15.6%","42.6%","-1.3%","-6.7%","55.2%","-21.5%","8.6%","-9.2%","15.2%","-14.7%","16.3%","16.2%","-11.7%","-8.0%","1.7%","17.3%",""
"M2_1_75_riskmanaged_lb6mo_biweekly_top15_63d","2.6%/yr","3.7%/yr","14.2%/yr","-11.6 pp/yr","3.7%/yr","2.9%/yr","-7.4%/yr","11 of 16","9 of 18","-33.9%","14.4%/yr","0.25","0.31","1,219","164","70.7","61","45.5%","13.6%","-9.4%","1.44×","10.6%","-0.6%","-6.0%","34.5%","-12.2%","4.3%","47.7%","-27.3%","6.4%","2.6%","10.3%","-14.4%","23.6%","-3.5%","-2.0%","-7.1%","3.0%","-1.7%",""
"M2_1_75_riskmanaged_lb3mo_biweekly_top20_21d","2.6%/yr","4.1%/yr","14.2%/yr","-11.6 pp/yr","2.6%/yr","2.1%/yr","-11.1%/yr","11 of 16","9 of 18","-40.3%","13.7%/yr","0.26","0.33","2,481","168","143.9","36","44.8%","9.7%","-6.5%","1.49×","9.7%","-8.8%","-5.5%","32.9%","-13.6%","-0.6%","54.6%","-27.0%","-5.9%","2.3%","12.0%","-14.8%","20.8%","10.4%","0.1%","-15.3%","-2.1%","25.3%",""
"E1 · unconstrained","2.6%/yr","3.2%/yr","14.2%/yr","-11.7 pp/yr","1.9%/yr","2.3%/yr","-1.6%/yr","13 of 16","12 of 18","-13.1%","4.9%/yr","0.55","0.54","3,016","1,205","167.8","82","59.6%","16.0%","-13.6%","1.17×","11.5%","-1.7%","1.5%","5.5%","-7.5%","8.6%","9.4%","-4.5%","-4.5%","4.4%","5.5%","-6.4%","15.9%","2.0%","2.0%","0.2%","8.0%","-2.4%",""
"M11_501_800_riskmanaged_lb3mo_bimonthly_top10_21d","2.6%/yr","3.9%/yr","14.2%/yr","-11.7 pp/yr","-2.0%/yr","1.6%/yr","-7.5%/yr","7 of 16","6 of 18","-52.3%","20.6%/yr","0.23","0.25","487","310","28.2","70","47.4%","23.1%","-16.5%","1.40×","41.5%","-25.6%","-22.3%","82.0%","-15.2%","41.8%","39.5%","-34.1%","-2.3%","23.0%","-2.2%","-8.5%","-0.6%","0.3%","-5.7%","-0.3%","-3.0%","-3.9%",""
"M1_1_50_allrisk_lb6mo_monthly_top20_63d","2.5%/yr","3.6%/yr","14.2%/yr","-11.7 pp/yr","1.6%/yr","1.8%/yr","-3.9%/yr","10 of 16","10 of 18","-30.5%","11.0%/yr","0.29","0.35","1,021","120","59.2","68","44.9%","14.2%","-8.8%","1.61×","5.1%","-3.5%","-10.1%","23.4%","-6.7%","4.5%","40.1%","-11.9%","5.3%","-0.2%","12.2%","-20.8%","15.1%","9.1%","-8.8%","-10.4%","11.3%","6.5%",""
"M2_1_75_riskmanaged_lb9mo_biweekly_top20_63d","2.5%/yr","3.7%/yr","14.2%/yr","-11.7 pp/yr","3.6%/yr","3.2%/yr","-5.5%/yr","11 of 16","8 of 18","-25.0%","11.8%/yr","0.27","0.35","1,259","160","73.0","63","47.2%","13.3%","-9.4%","1.41×","5.4%","-0.7%","-12.9%","30.5%","-5.9%","2.8%","30.0%","-14.9%","10.3%","-10.1%","10.5%","-10.8%","31.3%","-0.8%","-0.5%","-2.4%","3.2%","-5.5%",""
"M12_551_800_riskmanaged_lb9mo_quarterly_top10_63d","2.5%/yr","3.8%/yr","14.2%/yr","-11.7 pp/yr","-0.7%/yr","1.0%/yr","-6.7%/yr","7 of 16","6 of 18","-52.2%","18.2%/yr","0.23","0.25","283","198","16.4","97","47.3%","27.2%","-18.0%","1.52×","24.4%","-3.2%","-31.7%","68.3%","-25.8%","53.9%","33.2%","-27.0%","-15.1%","31.0%","-0.4%","-0.5%","-1.3%","-0.4%","-1.9%","4.5%","-8.3%","-1.7%",""
"M1_1_50_allrisk_lb9mo_biweekly_top15_63d","2.5%/yr","3.6%/yr","14.2%/yr","-11.7 pp/yr","3.1%/yr","2.9%/yr","-5.0%/yr","11 of 16","10 of 18","-29.0%","11.4%/yr","0.28","0.36","854","112","49.5","67","47.0%","13.4%","-9.2%","1.46×","2.8%","-5.3%","-12.0%","28.8%","-3.2%","1.9%","27.4%","-2.5%","5.6%","7.3%","6.0%","-12.6%","24.2%","-4.2%","-8.1%","0.2%","2.4%","-3.8%",""
"M12_551_800_riskmanaged_lb3mo_monthly_top20_21d","2.5%/yr","3.5%/yr","14.2%/yr","-11.7 pp/yr","-0.2%/yr","0.3%/yr","-6.7%/yr","7 of 16","9 of 18","-43.2%","14.6%/yr","0.25","0.26","1,220","532","70.7","39","44.6%","17.0%","-11.3%","1.50×","25.0%","-27.7%","1.0%","50.5%","-8.0%","42.9%","13.5%","-7.9%","-15.5%","4.3%","-6.4%","-1.7%","2.9%","-1.5%","2.3%","1.1%","-4.2%","-0.4%",""
"M3_51_100_allrisk_lb6mo_weekly_top20_63d","2.5%/yr","3.6%/yr","14.2%/yr","-11.7 pp/yr","3.1%/yr","2.6%/yr","-9.0%/yr","10 of 16","9 of 18","-34.6%","11.5%/yr","0.28","0.33","1,708","197","99.0","47","46.2%","11.8%","-8.4%","1.40×","11.6%","-6.1%","-5.5%","31.0%","-4.8%","2.8%","31.1%","-17.8%","-11.0%","3.1%","15.5%","-8.9%","24.5%","10.1%","-3.1%","-10.9%","-5.2%","3.4%",""
"M12_551_800_riskmanaged_lb12mo_weekly_top10_1y","2.5%/yr","3.7%/yr","14.2%/yr","-11.7 pp/yr","0.7%/yr","-2.0%/yr","-18.6%/yr","9 of 16","9 of 18","-64.4%","19.0%/yr","0.23","0.25","897","407","52.0","44","45.2%","21.6%","-13.7%","1.57×","17.4%","-3.1%","-6.7%","68.1%","5.8%","49.8%","23.4%","-38.3%","-29.0%","29.3%","12.8%","-18.8%","-4.8%","4.4%","1.1%","-8.1%","-8.4%","0.0%",""
