"Strategy","Returns","","","","Consistency","","","","","Risk","","","","Trade quality","","","","","","","","Year-on-year returns","","","","","","","","","","","","","","","","","","Setup"
"Name","CAGR (post-tax) ●","CAGR (pre-tax)","Benchmark","Excess","3y median","5y median","Worst 3y","Positive 3y windows","Positive years","Max drawdown","Volatility","Sharpe","Sortino","Trades","Distinct stocks traded","Churn/yr","Avg hold (days)","% trades won","Avg gain per winning trade","Avg loss per losing trade","Gain : loss","FY27","FY26","FY25","FY24","FY23","FY22","FY21","FY20","FY19","FY18","FY17","FY16","FY15","FY14","FY13","FY12","FY11","FY10","Trade book"
"M2_1_75_riskmanaged_lb6mo_biweekly_top10_63d","2.5%/yr","3.8%/yr","14.2%/yr","-11.7 pp/yr","4.0%/yr","3.7%/yr","-9.5%/yr","11 of 16","8 of 18","-39.2%","16.6%/yr","0.23","0.29","909","156","52.7","58","47.9%","12.9%","-9.7%","1.33×","16.3%","-10.9%","-21.1%","50.7%","-5.0%","5.3%","54.6%","-25.4%","2.9%","-3.3%","20.8%","-24.7%","29.6%","14.7%","-8.8%","-1.5%","-9.7%","-1.5%",""
"M1_1_50_allrisk_lb3mo_monthly_top10_21d","2.5%/yr","4.0%/yr","14.2%/yr","-11.7 pp/yr","1.8%/yr","1.9%/yr","-7.0%/yr","9 of 16","10 of 18","-39.4%","16.9%/yr","0.23","0.31","969","120","56.2","52","46.6%","11.0%","-7.7%","1.44×","7.9%","-8.6%","-6.8%","29.0%","-20.9%","10.7%","60.7%","-17.4%","-4.9%","2.3%","21.8%","-24.0%","13.3%","6.7%","-3.7%","-10.7%","7.5%","10.2%",""
"M8_201_300_riskmanaged_lb3mo_weekly_top20_21d","2.5%/yr","3.8%/yr","14.2%/yr","-11.7 pp/yr","2.1%/yr","3.0%/yr","-8.5%/yr","12 of 16","9 of 18","-39.1%","13.1%/yr","0.26","0.31","4,447","428","257.9","14","43.0%","8.3%","-5.5%","1.50×","13.0%","-8.4%","-3.0%","43.4%","-9.0%","13.1%","49.1%","-22.0%","-7.0%","5.9%","11.6%","-12.3%","9.8%","5.9%","-9.3%","-3.6%","-12.5%","3.5%",""
"M7_161_275_riskmanaged_lb3mo_biweekly_top10_21d","2.5%/yr","4.1%/yr","14.2%/yr","-11.7 pp/yr","1.7%/yr","0.8%/yr","-18.1%/yr","9 of 16","11 of 18","-61.7%","19.2%/yr","0.23","0.29","1,882","374","109.1","22","46.9%","10.0%","-7.6%","1.32×","6.6%","1.8%","0.8%","41.3%","11.2%","15.2%","47.0%","-36.3%","-20.8%","9.1%","-2.3%","-20.2%","31.5%","32.0%","-23.6%","-0.9%","-8.8%","2.0%",""
"M1_1_50_riskmanaged_lb12mo_biweekly_top20_1y","2.5%/yr","3.4%/yr","14.2%/yr","-11.7 pp/yr","2.5%/yr","2.4%/yr","-3.2%/yr","12 of 16","9 of 18","-24.1%","10.5%/yr","0.29","0.36","792","110","45.9","88","49.6%","15.1%","-11.0%","1.37×","4.7%","-9.3%","-4.4%","24.8%","-10.4%","9.1%","22.1%","-3.5%","8.4%","-0.8%","6.8%","-9.6%","13.7%","3.2%","-5.8%","-5.3%","7.4%","0.0%",""
"M4_76_160_allrisk_lb3mo_weekly_top15_21d","2.5%/yr","4.1%/yr","14.2%/yr","-11.7 pp/yr","2.0%/yr","2.6%/yr","-8.0%/yr","11 of 16","10 of 18","-40.2%","15.0%/yr","0.24","0.30","3,185","291","184.7","21","42.7%","8.4%","-5.5%","1.53×","5.9%","11.7%","-10.8%","33.4%","-15.5%","-3.8%","47.5%","-17.6%","-5.5%","10.8%","15.3%","-18.5%","13.7%","6.6%","1.0%","-22.2%","-1.0%","17.8%",""
"M1_1_50_allrisk_lb12mo_biweekly_top20_1y","2.4%/yr","3.3%/yr","14.2%/yr","-11.8 pp/yr","2.5%/yr","2.5%/yr","-3.2%/yr","11 of 16","9 of 18","-19.1%","9.9%/yr","0.30","0.36","759","111","44.0","88","49.0%","15.4%","-10.9%","1.41×","4.6%","-9.3%","-4.4%","24.8%","-10.4%","9.0%","22.2%","-3.5%","8.3%","-0.6%","9.9%","-10.6%","10.4%","7.6%","-7.4%","-3.7%","3.7%","0.0%",""
"M7_161_275_riskmanaged_lb9mo_bimonthly_top20_63d","2.4%/yr","3.5%/yr","14.2%/yr","-11.8 pp/yr","4.4%/yr","5.4%/yr","-11.3%/yr","13 of 16","7 of 18","-45.9%","15.3%/yr","0.24","0.27","917","315","53.2","74","48.5%","18.8%","-14.1%","1.34×","11.7%","-5.7%","-5.0%","42.7%","-8.9%","12.1%","32.9%","-12.9%","-6.9%","27.0%","5.9%","-16.7%","35.2%","-4.4%","-10.7%","-7.8%","-15.2%","-4.4%",""
"M2_1_75_riskmanaged_lb9mo_weekly_top15_63d","2.4%/yr","3.6%/yr","14.2%/yr","-11.8 pp/yr","3.2%/yr","3.3%/yr","-5.1%/yr","9 of 16","8 of 18","-27.5%","13.3%/yr","0.25","0.32","1,437","157","83.3","47","47.0%","11.0%","-8.1%","1.37×","9.9%","-3.3%","-13.0%","40.2%","-8.0%","2.8%","20.2%","-12.5%","16.2%","-2.4%","10.8%","-21.0%","27.7%","-3.7%","-3.0%","-1.8%","4.5%","-3.6%",""
"M1_1_50_riskmanaged_lb9mo_monthly_top20_63d","2.4%/yr","3.4%/yr","14.2%/yr","-11.8 pp/yr","2.6%/yr","2.4%/yr","-4.0%/yr","10 of 16","9 of 18","-20.0%","9.4%/yr","0.30","0.38","875","111","50.7","67","46.7%","13.3%","-8.6%","1.54×","5.2%","-5.2%","-8.7%","25.8%","-1.8%","1.1%","33.0%","-2.1%","4.0%","-1.7%","6.6%","-12.3%","14.9%","5.3%","-0.2%","-10.9%","9.2%","-9.0%",""
"M6_151_200_allrisk_lb3mo_weekly_top10_21d","2.4%/yr","3.8%/yr","14.2%/yr","-11.8 pp/yr","3.4%/yr","3.6%/yr","-13.3%/yr","11 of 16","10 of 18","-47.2%","16.2%/yr","0.23","0.30","2,158","325","125.1","21","41.8%","9.2%","-5.8%","1.58×","7.7%","10.6%","-5.5%","27.4%","11.1%","1.0%","39.1%","-22.8%","-9.1%","-7.0%","21.4%","-9.6%","39.1%","0.7%","-3.1%","-15.4%","-20.6%","3.4%",""
"M1_1_50_allrisk_lb9mo_weekly_top10_63d","2.4%/yr","3.6%/yr","14.2%/yr","-11.8 pp/yr","3.7%/yr","2.6%/yr","-6.7%/yr","11 of 16","8 of 18","-26.4%","13.8%/yr","0.25","0.31","880","112","51.0","54","47.8%","11.2%","-8.0%","1.40×","3.7%","-4.6%","-18.0%","43.8%","-3.4%","5.0%","22.5%","-1.3%","13.8%","-4.8%","12.1%","-18.2%","20.6%","-0.3%","-4.3%","5.2%","-6.9%","-5.8%",""
"M2_1_75_allrisk_lb9mo_bimonthly_top20_63d","2.4%/yr","3.5%/yr","14.2%/yr","-11.8 pp/yr","3.1%/yr","2.6%/yr","-4.8%/yr","11 of 16","9 of 18","-26.0%","11.0%/yr","0.27","0.34","685","156","39.7","96","47.9%","17.6%","-12.1%","1.46×","5.4%","-5.5%","-13.4%","33.3%","-4.3%","-1.1%","28.7%","-10.5%","3.8%","-4.1%","18.6%","-19.5%","23.5%","0.5%","-3.3%","-7.0%","5.1%","7.9%",""
"M2_1_75_allrisk_lb9mo_weekly_top15_63d","2.4%/yr","3.6%/yr","14.2%/yr","-11.8 pp/yr","3.3%/yr","3.5%/yr","-4.3%/yr","10 of 16","10 of 18","-29.7%","12.9%/yr","0.25","0.32","1,332","163","77.2","50","47.4%","11.6%","-8.3%","1.40×","9.5%","-1.4%","-13.0%","40.4%","-7.9%","2.8%","20.1%","-10.6%","16.0%","5.0%","8.8%","-21.8%","29.1%","-7.2%","1.4%","-6.8%","5.4%","-9.0%",""
"M1_1_50_riskmanaged_lb6mo_monthly_top15_63d","2.4%/yr","3.6%/yr","14.2%/yr","-11.8 pp/yr","2.5%/yr","2.3%/yr","-6.1%/yr","10 of 16","11 of 18","-32.2%","12.3%/yr","0.26","0.32","910","115","52.8","62","45.9%","12.8%","-8.5%","1.51×","2.5%","-1.7%","-8.4%","30.5%","-10.7%","4.5%","43.3%","-21.2%","4.6%","0.7%","17.2%","-21.6%","18.5%","5.0%","-4.5%","-5.8%","7.3%","2.4%",""
"M11_501_800_riskmanaged_lb6mo_quarterly_top20_63d","2.4%/yr","3.4%/yr","14.2%/yr","-11.8 pp/yr","-0.4%/yr","1.0%/yr","-9.2%/yr","8 of 16","7 of 18","-46.3%","16.8%/yr","0.23","0.24","515","332","29.9","98","44.7%","26.5%","-16.3%","1.63×","28.4%","-13.9%","-20.1%","61.9%","-22.5%","35.3%","50.2%","-23.3%","-10.7%","9.6%","-0.4%","-4.4%","-2.0%","0.7%","-1.2%","1.0%","-4.7%","-0.3%",""
"M1_1_50_riskmanaged_lb6mo_bimonthly_top15_63d","2.4%/yr","3.5%/yr","14.2%/yr","-11.8 pp/yr","3.9%/yr","2.9%/yr","-7.9%/yr","11 of 16","10 of 18","-32.5%","13.1%/yr","0.25","0.31","636","109","36.9","93","45.9%","16.6%","-10.6%","1.57×","4.8%","-3.6%","-8.7%","32.3%","-12.3%","5.9%","41.2%","-19.9%","1.8%","-4.3%","17.9%","-18.4%","21.5%","10.7%","-9.2%","-12.9%","17.1%","0.4%",""
"M1_1_50_allrisk_lb9mo_weekly_top15_63d","2.4%/yr","3.6%/yr","14.2%/yr","-11.8 pp/yr","3.4%/yr","2.5%/yr","-5.5%/yr","11 of 16","9 of 18","-30.0%","11.3%/yr","0.27","0.35","1,114","113","64.6","53","47.8%","11.5%","-8.5%","1.36×","2.0%","-3.7%","-14.3%","41.3%","-13.2%","7.4%","30.2%","-8.6%","9.2%","4.3%","4.8%","-11.1%","23.5%","-3.2%","-2.8%","-7.3%","2.7%","-3.3%",""
"M1_1_50_riskmanaged_lb6mo_weekly_top10_63d","2.4%/yr","3.7%/yr","14.2%/yr","-11.8 pp/yr","2.9%/yr","2.3%/yr","-3.3%/yr","11 of 16","9 of 18","-30.1%","14.6%/yr","0.24","0.30","1,068","116","61.9","50","46.0%","11.1%","-8.0%","1.39×","2.3%","-5.6%","-6.3%","38.1%","-13.3%","-8.7%","45.8%","-12.0%","-1.0%","7.6%","13.0%","-21.2%","7.7%","12.1%","1.4%","-4.7%","11.4%","-4.3%",""
"M1_1_50_riskmanaged_lb9mo_weekly_top15_63d","2.4%/yr","3.6%/yr","14.2%/yr","-11.9 pp/yr","2.6%/yr","2.5%/yr","-8.7%/yr","12 of 16","9 of 18","-33.3%","11.5%/yr","0.26","0.35","1,189","110","68.9","51","48.7%","10.9%","-8.3%","1.30×","1.8%","-2.1%","-14.0%","41.1%","-13.2%","7.3%","30.1%","-8.5%","8.7%","5.8%","7.8%","-11.1%","21.7%","-6.5%","-3.0%","-16.2%","10.3%","-0.9%",""
"M12_551_800_riskmanaged_lb6mo_weekly_top20_63d","2.4%/yr","3.4%/yr","14.2%/yr","-11.9 pp/yr","-2.6%/yr","-2.2%/yr","-9.6%/yr","5 of 16","6 of 18","-48.4%","14.8%/yr","0.23","0.25","1,874","577","108.7","28","43.8%","16.2%","-10.5%","1.54×","13.5%","-7.7%","-6.5%","83.2%","-7.6%","39.2%","21.2%","-16.8%","-17.8%","8.0%","-5.7%","-8.8%","-6.7%","2.1%","-3.7%","-5.1%","-1.7%","-1.6%",""
"M12_551_800_riskmanaged_lb6mo_monthly_top20_63d","2.4%/yr","3.2%/yr","14.2%/yr","-11.9 pp/yr","-0.1%/yr","0.4%/yr","-5.7%/yr","8 of 16","9 of 18","-34.5%","13.9%/yr","0.24","0.25","1,142","485","66.2","39","44.0%","16.2%","-10.7%","1.52×","20.5%","-11.9%","-7.8%","42.6%","-12.4%","46.6%","6.1%","-5.3%","-13.0%","2.4%","-5.8%","-1.5%","0.2%","2.1%","2.3%","0.5%","-3.9%","-0.6%",""
"M1_1_50_allrisk_lb3mo_biweekly_top20_21d","2.3%/yr","3.7%/yr","14.2%/yr","-11.9 pp/yr","2.1%/yr","2.0%/yr","-6.2%/yr","11 of 16","11 of 18","-33.5%","12.6%/yr","0.25","0.33","1,941","120","112.5","44","43.6%","10.4%","-6.6%","1.57×","5.0%","-5.7%","-8.5%","26.8%","-5.6%","4.8%","24.4%","-20.8%","6.6%","-2.2%","5.8%","-16.9%","22.9%","11.1%","4.0%","-15.2%","7.9%","12.0%",""
"M3_51_100_allrisk_lb6mo_monthly_top10_63d","2.3%/yr","3.6%/yr","14.2%/yr","-11.9 pp/yr","4.1%/yr","5.8%/yr","-17.5%/yr","11 of 16","9 of 18","-52.8%","16.2%/yr","0.23","0.28","740","183","42.9","57","45.5%","13.5%","-9.1%","1.49×","18.2%","-2.3%","-17.6%","25.3%","-1.6%","6.9%","59.5%","-29.8%","12.4%","-1.1%","25.7%","-14.4%","32.2%","5.6%","-9.3%","-25.3%","-16.9%","12.9%",""
"M1_1_50_allrisk_lb6mo_monthly_top15_63d","2.3%/yr","3.5%/yr","14.2%/yr","-11.9 pp/yr","2.7%/yr","2.2%/yr","-6.3%/yr","10 of 16","11 of 18","-32.3%","12.4%/yr","0.25","0.31","890","117","51.6","64","45.2%","13.4%","-8.6%","1.55×","2.4%","-1.7%","-8.4%","30.5%","-10.7%","4.5%","43.3%","-21.3%","4.5%","0.1%","21.2%","-21.7%","15.9%","5.7%","-4.7%","-7.8%","4.7%","5.2%",""
"M1_1_50_riskmanaged_lb6mo_monthly_top20_63d","2.3%/yr","3.4%/yr","14.2%/yr","-11.9 pp/yr","1.4%/yr","1.4%/yr","-4.9%/yr","9 of 16","11 of 18","-30.5%","11.1%/yr","0.27","0.33","1,047","117","60.7","66","45.2%","13.6%","-8.7%","1.57×","5.0%","-3.4%","-10.1%","23.3%","-6.6%","4.2%","40.4%","-12.8%","8.4%","0.3%","8.0%","-20.6%","14.6%","8.8%","-9.2%","-10.3%","12.9%","4.0%",""
"M3_51_100_allrisk_lb3mo_weekly_top15_21d","2.3%/yr","3.8%/yr","14.2%/yr","-11.9 pp/yr","3.0%/yr","3.2%/yr","-12.9%/yr","10 of 16","8 of 18","-44.3%","13.8%/yr","0.24","0.31","2,602","203","150.9","25","40.9%","9.3%","-5.5%","1.68×","13.2%","-7.6%","-9.9%","37.5%","-0.4%","-1.8%","48.0%","-24.6%","-13.2%","13.0%","11.3%","-14.3%","34.8%","1.8%","-2.8%","-22.4%","-12.5%","23.9%",""
"M1_1_50_allrisk_lb9mo_monthly_top20_63d","2.3%/yr","3.3%/yr","14.2%/yr","-11.9 pp/yr","3.1%/yr","2.4%/yr","-4.0%/yr","10 of 16","9 of 18","-19.8%","9.2%/yr","0.30","0.37","830","113","48.1","69","46.4%","13.9%","-8.9%","1.56×","5.1%","-5.1%","-8.8%","25.8%","-1.7%","1.1%","33.0%","-2.2%","4.0%","-2.1%","8.6%","-12.4%","16.6%","0.3%","-0.1%","-6.8%","5.0%","-9.4%",""
"M6_151_200_riskmanaged_lb6mo_weekly_top10_63d","2.3%/yr","3.6%/yr","14.2%/yr","-11.9 pp/yr","8.3%/yr","6.9%/yr","-21.0%/yr","11 of 16","9 of 18","-61.7%","18.3%/yr","0.22","0.28","1,539","270","89.2","35","47.7%","11.8%","-9.2%","1.28×","6.5%","-1.9%","-4.7%","50.8%","2.7%","0.7%","52.5%","-9.2%","-10.4%","15.7%","25.7%","-18.9%","27.3%","12.6%","-7.9%","-24.4%","-27.1%","-10.5%",""
"M2_1_75_allrisk_lb3mo_monthly_top15_21d","2.3%/yr","3.7%/yr","14.2%/yr","-11.9 pp/yr","1.7%/yr","1.1%/yr","-7.3%/yr","9 of 16","10 of 18","-40.5%","16.1%/yr","0.22","0.29","1,433","178","83.1","51","47.2%","11.2%","-8.2%","1.37×","13.2%","-8.8%","-10.7%","30.0%","-18.2%","5.0%","57.3%","-18.1%","-4.5%","1.9%","22.7%","-24.7%","12.8%","6.6%","-5.1%","-11.2%","3.5%","17.9%",""
"M11_501_800_riskmanaged_lb6mo_quarterly_top10_63d","2.3%/yr","3.6%/yr","14.2%/yr","-11.9 pp/yr","-1.2%/yr","0.5%/yr","-11.3%/yr","7 of 16","7 of 18","-57.7%","20.9%/yr","0.22","0.24","335","225","19.4","95","43.3%","27.4%","-16.3%","1.68×","41.6%","-2.8%","-34.1%","66.1%","-28.8%","47.4%","63.1%","-38.6%","-18.4%","39.2%","-0.2%","-8.8%","-5.0%","-1.4%","0.2%","5.5%","-8.3%","-0.7%",""
"F3 · unconstrained","2.3%/yr","3.3%/yr","14.2%/yr","-11.9 pp/yr","2.9%/yr","1.9%/yr","-6.4%/yr","11 of 16","9 of 18","-26.6%","6.6%/yr","0.38","0.39","10,737","1,537","618.0","31","50.4%","10.4%","-8.1%","1.28×","3.0%","-2.7%","-2.3%","23.1%","-9.6%","5.0%","22.8%","-15.1%","-7.6%","4.7%","10.4%","-3.9%","11.7%","4.2%","-3.5%","-1.7%","-5.1%","15.2%",""
"M1_1_50_riskmanaged_lb3mo_biweekly_top20_21d","2.3%/yr","3.6%/yr","14.2%/yr","-11.9 pp/yr","1.9%/yr","1.9%/yr","-6.0%/yr","12 of 16","11 of 18","-34.5%","12.5%/yr","0.25","0.33","2,014","116","116.8","42","43.8%","10.0%","-6.4%","1.56×","4.9%","-5.7%","-8.5%","26.8%","-5.6%","4.6%","25.9%","-20.9%","7.2%","-2.0%","4.3%","-17.5%","22.2%","11.0%","5.8%","-14.4%","2.8%","14.7%",""
"M12_551_800_riskmanaged_lb12mo_bimonthly_top10_1y","2.3%/yr","3.5%/yr","14.2%/yr","-12.0 pp/yr","0.7%/yr","0.2%/yr","-8.1%/yr","8 of 16","9 of 18","-48.2%","19.0%/yr","0.21","0.24","253","235","14.7","131","46.2%","32.3%","-20.1%","1.61×","27.1%","-36.3%","14.2%","19.2%","-7.9%","56.8%","13.3%","-14.3%","17.2%","10.2%","-11.9%","-9.2%","-2.9%","3.3%","-0.7%","1.9%","-9.2%","0.0%",""
"M2_1_75_allrisk_lb6mo_monthly_top15_63d","2.2%/yr","3.5%/yr","14.2%/yr","-12.0 pp/yr","3.7%/yr","2.7%/yr","-9.2%/yr","10 of 16","8 of 18","-38.5%","14.0%/yr","0.23","0.28","1,006","168","58.3","61","44.1%","13.7%","-8.8%","1.57×","9.8%","-4.0%","-9.4%","31.1%","-10.5%","-1.9%","59.3%","-29.8%","13.6%","-3.9%","15.5%","-20.7%","26.8%","12.9%","-10.9%","-15.5%","-0.7%","11.7%",""
"M2_1_75_allrisk_lb6mo_biweekly_top15_63d","2.2%/yr","3.4%/yr","14.2%/yr","-12.0 pp/yr","3.5%/yr","2.8%/yr","-7.8%/yr","11 of 16","10 of 18","-35.7%","14.4%/yr","0.23","0.28","1,189","172","68.9","61","45.6%","13.6%","-9.3%","1.46×","10.4%","-0.5%","-5.9%","34.3%","-12.1%","4.2%","47.0%","-27.6%","4.3%","3.8%","12.9%","-13.6%","17.6%","-4.0%","1.2%","-11.2%","-0.5%","1.4%",""
"M6_151_200_riskmanaged_lb9mo_monthly_top20_63d","2.2%/yr","3.2%/yr","14.2%/yr","-12.0 pp/yr","4.8%/yr","3.8%/yr","-9.1%/yr","11 of 16","9 of 18","-43.0%","11.9%/yr","0.25","0.28","1,274","261","73.9","48","47.8%","13.1%","-9.9%","1.32×","6.1%","2.9%","-3.2%","26.1%","-4.6%","6.3%","29.1%","-22.2%","-10.8%","8.2%","17.7%","-5.2%","23.1%","6.8%","-10.5%","-5.5%","-5.1%","-5.6%",""
"M9_276_550_riskmanaged_lb3mo_weekly_top20_21d","2.2%/yr","3.4%/yr","14.2%/yr","-12.0 pp/yr","0.5%/yr","1.0%/yr","-12.7%/yr","8 of 16","8 of 18","-53.4%","15.4%/yr","0.22","0.26","4,966","627","288.0","12","43.8%","8.7%","-6.1%","1.42×","19.1%","-9.4%","-0.2%","57.2%","1.3%","12.9%","45.8%","-30.2%","-4.4%","-0.4%","11.0%","-17.3%","2.9%","8.7%","-4.4%","-12.7%","-9.6%","-0.3%",""
"M2_1_75_riskmanaged_lb9mo_bimonthly_top15_63d","2.2%/yr","3.3%/yr","14.2%/yr","-12.0 pp/yr","1.0%/yr","2.7%/yr","-6.5%/yr","10 of 16","8 of 18","-30.7%","12.9%/yr","0.23","0.29","592","149","34.3","91","49.5%","16.8%","-12.7%","1.33×","7.3%","-8.2%","-15.9%","33.5%","-8.4%","4.2%","32.4%","-9.2%","7.5%","-9.1%","17.2%","-23.4%","31.8%","-2.2%","-2.2%","-5.0%","-0.3%","8.7%",""
"M2_1_75_riskmanaged_lb9mo_monthly_top15_63d","2.2%/yr","3.4%/yr","14.2%/yr","-12.1 pp/yr","1.9%/yr","3.8%/yr","-6.5%/yr","9 of 16","9 of 18","-26.7%","12.5%/yr","0.24","0.29","872","155","50.6","59","46.3%","12.9%","-8.8%","1.46×","10.3%","-4.8%","-20.7%","29.8%","-5.6%","-1.7%","40.6%","-7.0%","4.2%","-8.6%","12.3%","-20.2%","36.3%","6.4%","3.5%","-4.9%","1.0%","-10.6%",""
"M2_1_75_allrisk_lb6mo_bimonthly_top15_63d","2.1%/yr","3.4%/yr","14.2%/yr","-12.1 pp/yr","2.7%/yr","2.0%/yr","-11.3%/yr","10 of 16","9 of 18","-40.7%","15.3%/yr","0.22","0.27","704","161","40.8","91","48.4%","16.6%","-12.1%","1.37×","4.8%","-6.0%","-13.1%","38.0%","-8.4%","-3.3%","45.4%","-36.8%","15.7%","-4.5%","26.4%","-17.3%","20.8%","12.5%","-10.4%","-13.0%","10.3%","11.0%",""
"M6_151_200_riskmanaged_lb6mo_weekly_top20_63d","2.1%/yr","3.3%/yr","14.2%/yr","-12.1 pp/yr","1.4%/yr","4.7%/yr","-13.5%/yr","10 of 16","9 of 18","-48.0%","13.8%/yr","0.22","0.27","2,282","287","132.3","36","47.5%","11.6%","-9.0%","1.30×","2.0%","3.8%","-5.0%","41.5%","7.5%","0.9%","64.7%","-5.2%","-17.9%","5.2%","19.3%","-16.0%","17.3%","-6.0%","-9.4%","-18.9%","-12.1%","-4.0%",""
"C4 · unconstrained","2.1%/yr","2.9%/yr","14.2%/yr","-12.1 pp/yr","1.1%/yr","2.9%/yr","-3.6%/yr","9 of 16","9 of 18","-18.2%","5.7%/yr","0.39","0.40","7,806","1,399","451.0","33","49.6%","12.5%","-9.4%","1.34×","2.2%","-4.3%","-1.8%","12.7%","-2.9%","13.4%","13.8%","-6.2%","-6.4%","2.0%","5.7%","-7.5%","23.6%","2.8%","-1.4%","-1.8%","-5.6%","3.3%",""
"M3_51_100_allrisk_lb6mo_weekly_top15_63d","2.0%/yr","3.2%/yr","14.2%/yr","-12.2 pp/yr","2.1%/yr","4.1%/yr","-13.9%/yr","10 of 16","11 of 18","-44.3%","13.6%/yr","0.22","0.28","1,450","195","84.1","47","46.8%","11.8%","-8.7%","1.36×","11.9%","-9.8%","-0.2%","28.7%","1.8%","10.9%","27.9%","-30.3%","-9.9%","1.8%","9.6%","0.8%","33.9%","5.2%","-6.2%","-13.4%","-7.4%","1.1%",""
"M2_1_75_allrisk_lb6mo_biweekly_top20_63d","2.0%/yr","3.2%/yr","14.2%/yr","-12.2 pp/yr","3.1%/yr","2.6%/yr","-7.5%/yr","12 of 16","10 of 18","-33.5%","13.2%/yr","0.22","0.27","1,443","173","83.7","64","45.7%","13.8%","-9.4%","1.46×","6.7%","-6.4%","0.5%","31.2%","-14.6%","-2.3%","44.5%","-24.4%","4.0%","0.5%","15.1%","-13.4%","14.5%","10.8%","-1.5%","-12.0%","4.4%","-1.3%",""
"M1_1_50_allrisk_lb9mo_bimonthly_top15_63d","2.0%/yr","3.1%/yr","14.2%/yr","-12.2 pp/yr","1.3%/yr","0.8%/yr","-5.9%/yr","10 of 16","10 of 18","-34.3%","10.8%/yr","0.24","0.30","506","105","29.3","95","49.0%","16.5%","-11.8%","1.40×","0.9%","-7.4%","-10.1%","33.0%","-6.6%","8.1%","31.5%","5.7%","0.4%","-2.9%","10.4%","-22.2%","13.8%","-1.2%","-8.5%","-6.4%","7.6%","4.0%",""
"M2_1_75_riskmanaged_lb6mo_weekly_top20_63d","2.0%/yr","3.2%/yr","14.2%/yr","-12.2 pp/yr","3.3%/yr","3.1%/yr","-7.6%/yr","11 of 16","9 of 18","-34.0%","13.2%/yr","0.22","0.28","2,025","166","117.4","47","46.2%","11.2%","-8.2%","1.36×","7.7%","-4.3%","-2.9%","24.3%","-9.8%","-0.6%","43.2%","-21.3%","4.7%","-4.4%","19.0%","-23.2%","35.9%","2.1%","-3.7%","-15.0%","7.2%","0.2%",""
"M2_1_75_allrisk_lb6mo_monthly_top10_63d","2.0%/yr","3.4%/yr","14.2%/yr","-12.3 pp/yr","2.1%/yr","1.6%/yr","-11.6%/yr","9 of 16","8 of 18","-48.9%","16.6%/yr","0.20","0.24","781","161","45.3","55","46.0%","12.9%","-9.0%","1.44×","10.0%","-10.7%","-15.0%","30.7%","-0.7%","-3.2%","74.2%","-26.0%","9.3%","-4.9%","11.1%","-27.7%","29.3%","17.0%","-11.9%","-17.4%","-5.1%","18.7%",""
"M1_1_50_riskmanaged_lb9mo_biweekly_top20_63d","2.0%/yr","3.0%/yr","14.2%/yr","-12.3 pp/yr","2.7%/yr","2.9%/yr","-5.1%/yr","10 of 16","10 of 18","-30.8%","10.3%/yr","0.24","0.31","1,043","111","60.5","66","46.9%","13.1%","-9.2%","1.43×","5.0%","-6.1%","-9.8%","27.1%","-4.9%","5.4%","28.6%","-11.7%","5.5%","3.6%","10.5%","-14.3%","18.7%","3.2%","-4.8%","-13.1%","6.2%","-2.7%",""
"M2_1_75_allrisk_lb9mo_biweekly_top20_63d","1.9%/yr","3.0%/yr","14.2%/yr","-12.3 pp/yr","3.2%/yr","3.3%/yr","-5.4%/yr","10 of 16","7 of 18","-23.3%","11.6%/yr","0.23","0.28","1,213","166","70.3","64","45.6%","13.8%","-9.4%","1.47×","5.4%","-0.5%","-12.9%","30.5%","-5.6%","1.8%","30.0%","-11.9%","10.2%","-9.0%","9.7%","-15.3%","29.5%","-0.1%","-1.4%","-2.1%","-1.6%","-7.3%",""
"M6_151_200_riskmanaged_lb3mo_weekly_top15_21d","1.9%/yr","3.3%/yr","14.2%/yr","-12.3 pp/yr","2.1%/yr","3.1%/yr","-17.1%/yr","10 of 16","10 of 18","-54.8%","13.7%/yr","0.21","0.26","3,536","294","205.0","15","45.4%","7.3%","-5.4%","1.36×","5.8%","11.2%","-1.3%","37.1%","7.5%","5.0%","46.3%","-15.7%","-14.3%","12.0%","11.7%","-16.7%","20.9%","-10.0%","-14.5%","-20.4%","-16.3%","13.5%",""
"M1_1_50_riskmanaged_lb9mo_bimonthly_top10_63d","1.9%/yr","3.2%/yr","14.2%/yr","-12.3 pp/yr","1.9%/yr","1.9%/yr","-8.1%/yr","10 of 16","9 of 18","-36.4%","13.3%/yr","0.21","0.27","402","100","23.3","92","49.8%","15.7%","-11.6%","1.35×","0.4%","-11.5%","-12.6%","36.1%","-8.9%","17.1%","31.6%","-3.4%","-3.5%","-2.4%","12.9%","-29.7%","20.7%","-1.0%","-3.7%","1.0%","7.6%","3.9%",""
"M2_1_75_allrisk_lb6mo_monthly_top20_63d","1.9%/yr","3.1%/yr","14.2%/yr","-12.3 pp/yr","2.4%/yr","2.7%/yr","-9.4%/yr","9 of 16","8 of 18","-35.6%","12.5%/yr","0.22","0.27","1,218","172","70.6","63","44.8%","13.5%","-9.0%","1.50×","7.2%","-1.4%","-11.4%","22.1%","-8.9%","-0.8%","47.2%","-25.9%","5.2%","-4.6%","18.9%","-20.6%","26.4%","10.4%","-2.3%","-8.5%","-1.8%","6.5%",""
